filename,positive,negative,anger_emolex,anticipation,disgust,fear,joy,sadness,surprise,trust,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,class,epoch
DeadMensMoney,2.4833,1.3544,0.6018,1.2064,0.3929,0.7817,0.7955,0.7305,0.6765,1.7363,2.1928,1.4001,0.7803,0.1563,0.2186,0.1895,9.272,0.1549,0.1121,0.5603,3.6952,7.6824,1.5606,0.7236,1.2064,2.0821,1.2437,2.2205,2.2938,1.0999,0.8411,0.3417,0.6793,0.3888,0.1605,0.047,0.0941,3.7202,0.9781,0.4054,1.4236,0.8661,0.2186,6.8399,4.8684,0.9172,11.166,1.71,6.3487,3.2608,0.8896,0.4164,0.2061,0.4137,0.0457,0.231,0.1051,0.0055,0.0,0.0291,0.0706,0.0,FletcherJSJosephSmi,unidentified
heBoroughTreasurer,2.6559,1.5389,0.6582,1.2699,0.4056,0.8616,0.9367,0.777,0.7743,1.5485,2.757,1.6455,1.0829,0.2103,0.2198,0.3605,9.8536,0.1734,0.1816,0.7019,4.483,7.2919,1.6851,0.7251,1.203,1.8039,1.2426,1.9254,2.4989,1.1484,0.8821,0.4629,0.7251,0.3837,0.1707,0.0519,0.1434,3.3947,0.5776,0.564,1.2713,0.9026,0.3564,6.6037,4.7793,0.8425,10.9392,1.7315,6.209,3.1871,0.9231,0.4438,0.299,0.4069,0.0505,0.2062,0.1133,0.0055,0.0,0.0355,0.0724,0.0,FletcherJSJosephSmi,unidentified
heChestermarkeInstinc,2.3297,1.2836,0.4103,1.0476,0.3546,0.6403,0.7356,0.6183,0.5612,1.5444,2.0733,1.351,0.7077,0.1714,0.1055,0.255,9.7702,0.1143,0.2095,0.5597,3.8551,7.4361,1.7348,0.6213,1.2044,2.0953,1.0564,2.0001,2.6257,1.3187,0.9729,0.3517,0.5509,0.3018,0.1128,0.0396,0.1099,3.5591,0.8601,0.4425,1.4403,0.7766,0.252,5.987,5.4009,0.8425,10.8413,1.7554,6.2302,3.0228,1.0345,0.4337,0.3678,0.4982,0.0835,0.0996,0.0923,0.0059,0.0,0.0234,0.063,0.0,FletcherJSJosephSmi,unidentified
heMiddleofThings,2.7251,1.4372,0.521,1.2293,0.5927,0.7683,0.8547,0.6835,0.6952,1.8909,2.5114,1.462,1.0303,0.1639,0.1683,0.4771,10.7217,0.1639,0.2166,0.6074,4.1227,7.5517,1.9479,0.5883,1.121,2.1455,1.2162,1.986,2.5963,1.2659,1.0464,0.3234,0.4376,0.2034,0.1507,0.0176,0.079,3.41,1.0245,0.3542,1.2454,0.6996,0.2517,6.3136,5.6755,0.9249,10.1363,1.6274,5.595,3.0924,0.7435,0.423,0.3395,0.322,0.2034,0.1844,0.1229,0.0029,0.0029,0.0278,0.0878,0.0,FletcherJSJosephSmi,unidentified
heMiddleTempleMurder,2.5014,1.3991,0.5146,1.2631,0.4313,0.6988,0.9722,0.6973,0.7909,1.6125,2.1227,1.3406,0.7602,0.1681,0.2032,0.2193,10.5202,0.1389,0.1477,0.576,4.3098,7.2366,1.8698,0.7704,0.9985,1.921,1.1155,1.8216,2.5657,1.2105,1.019,0.3421,0.6199,0.3465,0.1433,0.0278,0.1301,3.3654,0.6944,0.4152,1.3377,0.8801,0.193,6.5524,5.1914,0.9927,11.0085,1.7836,6.0188,3.3873,0.9576,0.424,0.3275,0.4941,0.1316,0.2427,0.1009,0.0088,0.0,0.0249,0.0672,0.0,FletcherJSJosephSmi,unidentified
hePoetaster,3.095,1.9599,0.8984,1.3359,0.6276,1.0364,1.3861,0.9181,0.7962,1.8756,2.9963,2.046,0.9217,0.0986,0.2977,0.2277,6.5647,0.1148,0.1363,0.3371,1.7698,6.007,0.7621,0.7782,0.7908,1.6712,0.8356,2.5552,1.0562,0.3784,0.3048,0.1883,0.8105,0.3461,0.2313,0.0197,0.2385,3.2779,0.9109,0.4788,1.3574,0.6348,0.2044,1.3969,4.5492,1.1243,5.9048,0.8123,3.3926,1.7501,0.7424,0.6204,0.0879,0.3461,0.2779,0.1004,0.1847,0.0233,0.0681,0.0161,0.0771,0.0,JonsonBen,renaissance
EveryManinHisHumor,2.9881,1.6213,0.7866,1.2994,0.5012,0.8945,1.2531,0.7441,0.802,1.8295,2.6508,1.7909,0.8367,0.0829,0.2776,0.1812,6.4775,0.1947,0.1446,0.2468,2.0107,6.1941,0.8135,0.881,0.8425,1.6348,0.8,2.4965,0.9581,0.3624,0.3046,0.1889,0.613,0.2872,0.1292,0.0212,0.1812,3.1828,0.7306,0.4241,1.4555,0.6034,0.2082,1.9105,4.9449,1.0777,6.1151,0.9388,3.4913,1.7177,0.7133,0.5668,0.1099,0.4395,0.2564,0.1349,0.133,0.0174,0.0482,0.0116,0.0559,0.0,JonsonBen,renaissance
heAlchemis,3.3593,1.9166,0.8656,1.4381,0.6206,0.9778,1.4289,0.8473,0.9045,2.0769,2.828,2.0014,0.7969,0.071,0.2633,0.2175,8.104,0.158,0.1466,0.6549,2.1204,6.5171,0.861,0.9251,0.8885,1.738,0.964,2.5349,1.1701,0.49,0.3664,0.229,0.7465,0.3046,0.2473,0.0252,0.2153,3.5677,0.9366,0.5473,1.4976,0.7442,0.1992,2.164,6.0637,1.4793,6.8376,1.0282,3.9272,1.9121,0.8381,0.6458,0.1466,0.4374,0.3733,0.1008,0.1351,0.0298,0.0343,0.0114,0.0618,0.0,JonsonBen,renaissance
DiscoveriesMadeUponMenandMatterandSomePoems,3.5303,2.1771,0.9298,1.3331,0.7095,1.0127,1.3703,0.9727,0.6952,1.9625,3.4702,2.3459,1.1129,0.1345,0.3376,0.2432,7.7614,0.0601,0.0915,0.2661,2.3802,9.7239,1.2187,0.9984,1.2588,2.5375,1.4047,4.42,1.1901,0.5178,0.3433,0.1688,0.9012,0.2889,0.3834,0.0372,0.2146,4.1282,1.2244,0.7238,1.4018,0.9212,0.3633,1.8767,6.1422,0.9326,6.7,0.8954,3.5303,2.3144,1.09,0.5149,0.0458,0.4205,0.2374,0.1345,0.1116,0.0114,0.0143,0.0257,0.0486,0.0,JonsonBen,renaissance
CynthiasRevelsOrTheFountainofSelfLov,3.535,1.8589,0.7854,1.4841,0.5405,0.8437,1.5161,0.759,0.8833,1.985,3.3298,2.3824,0.9228,0.0979,0.2317,0.2298,7.4731,0.0942,0.1846,0.6366,1.9304,7.3695,0.8833,0.9718,1.0471,2.0924,1.0942,2.8326,1.2374,0.5104,0.2769,0.226,0.8117,0.3447,0.177,0.0283,0.2787,3.4239,0.9511,0.5443,1.3485,0.7025,0.1846,1.8363,5.2169,1.194,6.554,0.8833,3.7196,2.0171,0.8023,0.6347,0.0678,0.3786,0.2543,0.0942,0.2241,0.0264,0.0678,0.0283,0.0961,0.0,JonsonBen,renaissance
EpicoeneOrTheSilentWoman,3.5924,1.9875,0.938,1.4322,0.6472,0.973,1.4103,0.8024,0.8243,2.2783,2.9715,2.0575,0.8877,0.0853,0.2668,0.2383,8.7176,0.2055,0.1815,0.9315,2.4926,7.3226,0.9293,0.9577,1.1938,2.1122,1.0386,3.1114,1.0386,0.3761,0.4001,0.1837,0.6428,0.2624,0.2012,0.0175,0.1793,4.0188,1.0167,0.4832,1.8082,0.7762,0.2405,2.1297,6.0151,1.4169,7.0493,0.9752,4.0844,2.0291,0.8702,0.5816,0.1552,0.3914,0.2558,0.1028,0.2165,0.0262,0.0722,0.035,0.0722,0.0,JonsonBen,renaissance
heDynasts,3.3191,1.1242,0.5889,1.2313,0.2141,0.2141,0.5353,0.5353,0.3747,1.6595,1.4454,1.1242,0.3212,0.0,0.0,0.1071,5.7281,0.0,0.2677,0.0,0.0,10.6531,1.1242,1.4989,1.3383,4.2827,1.0707,4.9251,0.4283,0.2677,0.0535,0.0535,0.2141,0.0,0.1071,0.0,0.1071,4.818,1.7131,0.8565,1.6595,0.6959,0.1606,1.2313,6.424,1.2313,8.5118,1.0171,3.9615,3.8544,3.1049,1.2848,0.0,1.3919,0.0,0.0,0.0535,0.0,0.0,0.0535,0.0,0.0,HardyThomas,romantic
FarfromtheMaddingCrowd,2.8881,2.0531,0.7797,1.5357,0.594,1.0072,1.2465,1.1178,0.7607,1.5854,2.9726,1.7237,1.2039,0.2125,0.1659,0.4447,8.1081,0.169,0.1232,1.8801,2.2063,7.1427,1.3216,0.6991,1.2213,1.7979,1.0167,2.3438,2.674,1.0799,1.0475,0.4969,0.9464,0.5617,0.222,0.0442,0.1454,3.2009,0.6241,0.5372,1.3879,0.6399,0.2686,5.4499,4.5904,0.959,10.5435,1.5349,5.9847,3.1717,0.5917,0.3768,0.248,0.2891,0.1746,0.128,0.1454,0.0134,0.0205,0.0419,0.0703,0.0,HardyThomas,romantic
APairofBlueEyes,2.9909,1.9966,0.7206,1.5991,0.5627,0.9433,1.2704,1.0631,0.7344,1.6841,2.9448,1.7797,1.1068,0.2081,0.1555,0.4008,9.1379,0.2421,0.1692,1.94,2.446,7.5899,1.4987,0.8161,1.3287,1.7149,1.0348,2.4808,2.5999,1.1611,0.9352,0.4599,0.8161,0.4607,0.204,0.047,0.1174,3.2581,0.8906,0.4915,1.2437,0.604,0.2874,5.2928,4.9293,0.9927,10.2294,1.5424,5.6054,3.229,0.5862,0.3733,0.2494,0.2162,0.1725,0.1182,0.1061,0.0065,0.0097,0.0219,0.0672,0.0,HardyThomas,romantic
heMayorofCasterbridg,2.6352,1.8413,0.7229,1.4845,0.4813,0.8215,1.1673,0.9525,0.6768,1.5601,2.6408,1.5647,1.0373,0.189,0.1494,0.378,9.2814,0.2803,0.1374,2.2397,2.9801,6.9891,1.3047,0.6952,1.2872,1.6864,0.8446,2.3319,2.3835,1.0521,0.8778,0.402,0.8713,0.4684,0.2305,0.0452,0.1466,3.17,0.6676,0.4822,1.337,0.6574,0.2609,6.2211,4.0432,0.899,10.9623,1.6219,6.1842,3.3332,0.5846,0.4564,0.3642,0.4186,0.1014,0.0904,0.1014,0.0092,0.0166,0.0221,0.0535,0.0,HardyThomas,romantic
ALaodicean,3.3191,1.1242,0.5889,1.2313,0.2141,0.2141,0.5353,0.5353,0.3747,1.6595,1.4454,1.1242,0.3212,0.0,0.0,0.1071,5.7281,0.0,0.2677,0.0,0.0,10.6531,1.1242,1.4989,1.3383,4.2827,1.0707,4.9251,0.4283,0.2677,0.0535,0.0535,0.2141,0.0,0.1071,0.0,0.1071,4.818,1.7131,0.8565,1.6595,0.6959,0.1606,1.2313,6.424,1.2313,8.5118,1.0171,3.9615,3.8544,3.1049,1.2848,0.0,1.3919,0.0,0.0,0.0535,0.0,0.0,0.0535,0.0,0.0,HardyThomas,romantic
heHandofEthelberta,3.3084,1.1206,0.587,1.2273,0.2134,0.2134,0.5336,0.5336,0.3735,1.6542,1.4408,1.1206,0.3202,0.0,0.0,0.1067,5.7097,0.0,0.2668,0.0,0.0,10.619,1.1206,1.4941,1.334,4.2689,1.0672,4.9093,0.587,0.2668,0.0534,0.2134,0.2134,0.0,0.1067,0.0,0.1067,4.8026,1.7076,0.8538,1.6542,0.6937,0.1601,1.2273,6.4034,1.2273,8.4845,1.0139,3.9488,3.842,3.095,1.2807,0.0,1.3874,0.0,0.0,0.0534,0.0,0.0,0.0534,0.0,0.0,HardyThomas,romantic
DesperateRemedies,2.6406,2.0279,0.6988,1.4521,0.5,0.9344,1.095,1.0582,0.6649,1.5338,2.8424,1.5464,1.2415,0.2312,0.1377,0.5714,8.9836,0.254,0.1311,2.6119,2.5161,7.2141,1.5478,0.7319,1.2503,1.6863,0.9632,2.3173,2.4072,1.1266,0.7945,0.4602,0.8336,0.4816,0.2091,0.0412,0.1171,3.1354,0.7474,0.5618,1.1841,0.5876,0.3115,5.5779,4.2945,0.8549,10.8444,1.5869,5.8327,3.5721,0.6244,0.3373,0.3674,0.2666,0.1303,0.1016,0.0773,0.0059,0.0133,0.0155,0.0434,0.0,HardyThomas,romantic
pg6980.txt,2.8826,1.8154,0.7789,1.3615,0.4927,0.969,1.0406,0.8464,0.7953,1.6886,2.9316,1.8481,1.0528,0.1615,0.2494,0.2699,8.6824,0.094,0.2964,0.2065,3.5388,7.8953,1.427,0.8402,1.4638,2.1997,1.0488,2.4757,2.1016,0.738,0.9384,0.3803,0.5806,0.2801,0.1533,0.0061,0.1431,4.1746,0.6971,0.8852,1.6191,1.0999,0.2944,6.0758,5.3705,1.1224,10.001,1.4556,5.4871,3.1994,1.3861,0.8075,0.1513,0.3373,0.0613,0.0634,0.094,0.0184,0.002,0.0266,0.045,0.002,PelhamGrenvilleWodehouse,unidentified
pg2233.txt,3.2937,2.1742,0.7904,1.5518,0.7477,0.9405,1.3412,1.0024,0.8923,1.8438,2.9811,1.83,1.103,0.2382,0.168,0.3511,9.8013,0.2823,0.2121,1.4885,3.4149,8.1035,1.7405,0.7601,1.4362,2.0145,1.209,2.2995,2.4551,0.9735,0.9322,0.4654,0.789,0.3828,0.2024,0.0248,0.2189,3.8349,0.8579,0.6609,1.494,0.8551,0.3057,6.1551,5.2463,0.8344,9.7669,1.3164,5.4583,3.1202,0.7794,0.504,0.2878,0.2905,0.2795,0.0578,0.0895,0.011,0.0014,0.0386,0.0386,0.0,PelhamGrenvilleWodehouse,unidentified
pg10554.txt,2.9096,2.0546,0.7771,1.4908,0.5061,1.0035,1.1635,0.9934,0.757,1.834,2.8505,1.8124,0.9905,0.2163,0.1442,0.3287,7.917,0.31,0.2148,1.1405,1.9609,8.785,1.8354,0.8752,1.6754,2.3055,1.2789,2.428,2.3127,0.9444,0.829,0.4772,0.9429,0.4628,0.1961,0.0274,0.2941,3.5022,0.7324,0.718,1.1044,0.9732,0.3071,5.3592,6.3973,1.0511,9.6313,1.3986,5.2727,3.0768,0.8132,0.4614,0.1961,0.3057,0.124,0.0577,0.1716,0.049,0.0072,0.0505,0.0649,0.0,PelhamGrenvilleWodehouse,unidentified
pg2005.txt,3.1035,2.1395,0.8294,1.458,0.6854,1.0169,1.2361,0.9535,0.906,1.8489,3.1194,1.9532,1.1278,0.2153,0.1836,0.3817,10.3434,0.3196,0.2113,1.6323,3.8471,7.9503,1.7182,0.9139,1.4105,1.9136,1.1094,2.1091,2.4366,0.9958,0.9654,0.3988,0.7792,0.4107,0.2258,0.0158,0.1426,3.6463,0.6696,0.7607,1.4223,0.832,0.2839,6.2824,5.6273,0.8558,9.9657,1.4276,5.6775,3.0296,0.9799,0.5296,0.2905,0.2615,0.206,0.0647,0.1162,0.0132,0.0092,0.0409,0.0515,0.0013,PelhamGrenvilleWodehouse,unidentified
pg6984.txt,2.7028,1.9039,0.8313,1.3962,0.5699,0.891,0.9582,0.8935,0.6869,1.7521,2.7875,1.8218,0.9408,0.1394,0.1618,0.2688,9.0667,0.0498,0.2066,0.0448,4.4176,8.0986,1.4908,0.7914,1.4983,2.2623,1.0752,2.6406,2.3569,0.8437,1.115,0.4231,0.769,0.4729,0.1518,0.0124,0.1518,4.1563,0.5824,0.8885,1.6551,1.12,0.3061,6.4833,5.3833,0.9059,10.2763,1.5057,5.9009,3.0264,1.2842,0.545,0.2663,0.4306,0.0622,0.0249,0.1269,0.0174,0.0,0.0448,0.0622,0.0,PelhamGrenvilleWodehouse,unidentified
pg8931.txt,3.0269,1.7903,0.809,1.375,0.4799,1.0828,1.2428,0.849,0.8367,1.8488,2.8208,1.8395,0.929,0.2184,0.123,0.2646,9.6992,0.1661,0.2092,0.6706,3.8114,8.0565,1.6119,0.8798,1.5658,2.141,1.0551,2.3256,2.6117,1.0705,1.0767,0.4276,0.6214,0.3107,0.1569,0.0185,0.1569,4.0175,0.8736,0.7567,1.4427,0.9936,0.3045,6.1769,5.9124,0.9967,9.8007,1.4766,5.654,2.8455,1.1136,0.4399,0.2738,0.5229,0.0646,0.04,0.2215,0.0215,0.1292,0.0308,0.0338,0.0,PelhamGrenvilleWodehouse,unidentified
pg20533.txt,2.9136,1.9632,0.8082,1.5624,0.488,0.9399,1.354,1.0621,0.8376,1.6979,3.2319,1.9376,1.245,0.2141,0.198,0.434,10.1904,0.3619,0.2255,1.8069,3.2329,7.9571,1.6477,0.8215,1.4336,1.9793,1.2128,2.1612,2.7278,1.0299,1.1019,0.5116,0.8366,0.4406,0.2293,0.018,0.1942,3.5882,0.7732,0.6367,1.2981,0.8745,0.3089,6.4458,5.3894,0.8082,9.8511,1.3445,5.5372,3.1429,0.7817,0.506,0.2255,0.4396,0.1109,0.0512,0.1165,0.0398,0.0028,0.0265,0.0464,0.0,PelhamGrenvilleWodehouse,unidentified
pg7464.txt,2.9608,2.0142,0.828,1.4913,0.5107,0.9288,1.3197,1.0133,1.2312,1.6302,3.2005,1.8672,1.2679,0.2029,0.2152,0.4467,9.9064,0.222,0.1389,1.9748,3.1828,8.1986,1.7269,0.8948,1.3633,2.0578,1.1917,2.2512,2.6162,1.0296,1.0446,0.4835,0.8444,0.4467,0.2329,0.0095,0.177,3.7316,0.6551,0.6959,1.4872,0.9152,0.2928,6.7455,5.4789,0.7749,10.0454,1.4804,5.6478,3.1106,0.9166,0.5298,0.2043,0.4562,0.0858,0.0477,0.1103,0.0286,0.0,0.0272,0.0545,0.0,PelhamGrenvilleWodehouse,unidentified
pg6879.txt,2.6444,1.6409,0.7372,1.384,0.4613,0.7681,0.9322,0.7943,0.6706,1.5862,2.8418,1.912,0.9132,0.1213,0.1902,0.2497,8.9225,0.0166,0.2021,0.0357,3.6979,8.1258,1.4054,0.8109,1.5957,2.1878,1.0487,2.516,2.3662,0.9251,1.0701,0.3948,0.5041,0.2568,0.1284,0.0071,0.1165,4.5207,0.7681,1.0345,1.7312,1.1462,0.3424,7.4243,4.8322,0.8942,10.7156,1.5695,5.9903,3.334,1.4744,0.8466,0.2616,0.3472,0.0452,0.0404,0.1046,0.0262,0.0,0.0285,0.0476,0.0,PelhamGrenvilleWodehouse,unidentified
pg8178.txt,2.8399,1.7274,0.7282,1.3026,0.4531,0.8495,0.9952,0.7282,0.6554,1.6748,2.5527,1.7436,0.7929,0.1092,0.2063,0.1861,8.4105,0.089,0.178,0.0809,3.0381,7.3506,1.3067,0.7646,1.4281,2.0187,1.0923,2.2129,2.1562,0.7686,1.068,0.3115,0.6756,0.3196,0.1375,0.0121,0.2104,4.2113,0.6715,0.9669,1.6061,1.0801,0.2468,5.5828,5.3724,0.9062,9.6525,1.3714,5.2996,3.0665,1.8569,0.5906,0.3034,0.5785,0.1011,0.0162,0.1295,0.0364,0.0,0.0405,0.0526,0.0,PelhamGrenvilleWodehouse,unidentified
pg7050.txt,3.3615,2.2097,0.9798,1.2143,0.5941,0.9954,0.9172,0.9537,0.6202,1.6208,2.6944,1.8084,0.8651,0.1824,0.2397,0.198,7.7392,0.0469,0.1876,0.0834,2.981,6.5666,0.985,0.9433,1.0163,1.8345,0.9016,2.1576,1.8241,0.7296,0.714,0.3648,0.5472,0.3023,0.1042,0.0052,0.1407,3.9608,0.6045,0.8964,1.7928,0.7609,0.2137,5.0292,4.3152,0.7609,8.9535,1.2456,5.1751,2.6319,1.7719,0.5681,0.1303,0.5889,0.0625,0.0261,0.1511,0.0052,0.0156,0.0678,0.0782,0.0,PelhamGrenvilleWodehouse,unidentified
pg6927.txt,2.5695,1.9249,0.9806,1.5163,0.5402,0.9375,1.0146,0.8512,0.8421,1.7796,2.9894,1.8908,1.0623,0.1294,0.2928,0.2383,9.5562,0.0318,0.1952,0.0159,4.4286,7.9242,1.3506,0.7354,1.6298,1.9816,1.0464,2.599,2.565,0.8671,1.1599,0.5289,0.5811,0.2996,0.1589,0.0091,0.1339,4.508,0.7786,0.9829,1.7478,1.203,0.3428,7.2387,4.9189,0.9307,10.0851,1.5435,5.5817,3.0984,1.4436,0.6401,0.3291,0.3042,0.0409,0.0295,0.1067,0.0227,0.0023,0.0295,0.0477,0.0,PelhamGrenvilleWodehouse,unidentified
pg20717.txt,2.9197,2.0569,0.8181,1.6316,0.5115,1.0092,1.3528,1.06,0.8289,1.7025,3.2248,1.9305,1.2495,0.2327,0.208,0.4329,10.3229,0.2743,0.1602,1.5793,3.556,7.7283,1.533,0.7812,1.4313,1.9675,1.114,2.1509,2.8719,0.9969,1.3019,0.4915,0.852,0.4653,0.2142,0.0231,0.1864,3.63,0.7642,0.5901,1.4252,0.8489,0.245,6.2939,5.5775,0.8921,9.9378,1.3189,5.7824,2.9567,0.7904,0.5161,0.2912,0.3451,0.0909,0.0755,0.0971,0.02,0.0015,0.0277,0.0478,0.0,PelhamGrenvilleWodehouse,unidentified
pg3756.txt,2.9707,1.8108,0.7178,1.4612,0.4946,0.8315,1.2068,0.8656,0.7747,1.6744,3.029,1.8677,1.0859,0.1777,0.1549,0.3824,9.8601,0.2658,0.3084,0.8571,4.1334,7.6797,1.5863,0.7903,1.4143,2.0212,1.1044,2.1108,2.604,1.0447,1.0618,0.4435,1.0035,0.5231,0.1976,0.0156,0.3013,3.6885,0.7405,0.6681,1.4072,0.958,0.2544,5.8518,5.1639,0.7235,9.6953,1.3276,5.4709,3.0489,0.9225,0.5714,0.2317,0.5046,0.1066,0.0412,0.1507,0.0213,0.0057,0.0654,0.0583,0.0,PelhamGrenvilleWodehouse,unidentified
pg6985.txt,2.9909,1.6991,0.7998,1.4324,0.4944,0.8798,1.0907,0.8386,0.8919,1.9826,2.734,1.8857,0.8289,0.1139,0.1551,0.2109,8.602,0.1042,0.206,0.0848,3.6478,8.2384,1.3767,0.8629,1.5755,2.1523,1.161,2.6661,2.1087,0.7271,0.9622,0.3854,0.4823,0.2496,0.1382,0.0,0.1188,4.1859,0.6181,0.9962,1.5318,1.2264,0.3127,6.2533,5.388,0.9404,10.3083,1.6215,5.5916,3.3836,1.5439,0.8677,0.2375,0.4072,0.2933,0.0339,0.1139,0.0218,0.0024,0.0364,0.0533,0.0,PelhamGrenvilleWodehouse,unidentified
pg6753.txt,3.2248,1.7497,0.7356,1.4457,0.4492,0.8023,1.1534,0.8474,0.6807,2.2872,2.8305,1.8242,0.9415,0.2099,0.1569,0.2687,9.5077,0.1098,0.5296,0.0706,4.5077,7.6089,1.377,0.8356,1.375,2.0596,1.073,2.2715,2.3284,0.8337,1.0632,0.4413,0.6552,0.3452,0.1628,0.0216,0.1491,4.8882,1.277,0.8592,1.9419,0.9376,0.2628,5.9808,5.2079,0.9867,10.6807,1.4869,6.1279,3.2111,1.5006,0.5728,0.1765,0.5649,0.0706,0.0196,0.1157,0.0196,0.0,0.0373,0.0588,0.0,PelhamGrenvilleWodehouse,unidentified
pg6836.txt,2.8647,1.9977,0.7859,1.6038,0.4844,0.9838,1.3042,1.0309,0.7972,1.7094,3.1266,1.9167,1.1704,0.2299,0.1922,0.4014,10.3166,0.2884,0.1621,1.6265,3.4527,7.9137,1.5435,0.7934,1.4305,2.026,1.1779,2.2258,2.8119,0.997,1.2703,0.4712,0.7802,0.4316,0.1998,0.0264,0.164,3.7184,0.7557,0.6559,1.4323,0.8877,0.2601,6.2665,5.7708,0.9499,9.8587,1.3306,5.7501,2.8816,0.8726,0.5032,0.2676,0.3807,0.0905,0.0603,0.0999,0.0188,0.0019,0.032,0.0471,0.0,PelhamGrenvilleWodehouse,unidentified
pg7028.txt,2.948,1.8462,0.7543,1.4411,0.4529,0.8992,1.222,0.9322,0.8218,1.67,3.1835,2.0603,1.082,0.2009,0.135,0.4183,8.9725,0.1235,0.1614,1.0162,3.3416,7.1641,1.418,0.7823,1.222,1.7721,1.1067,2.0718,2.4309,0.9964,0.919,0.5287,0.8004,0.4644,0.2042,0.0115,0.1383,4.1552,0.9009,0.9058,1.5893,0.9124,0.3146,5.5502,5.1137,0.8037,10.295,1.3637,5.9059,3.167,0.9667,0.9223,0.1383,0.2882,0.1943,0.0774,0.0889,0.0148,0.0066,0.028,0.0412,0.0,PelhamGrenvilleWodehouse,unidentified
pg6880.txt,3.2655,2.2239,0.8911,1.6328,0.6198,1.0902,1.4001,1.0777,0.9271,1.7933,3.2456,1.919,1.2681,0.2701,0.2514,0.3236,10.6802,0.2837,0.1705,1.802,4.3968,8.1129,1.7361,0.8911,1.3677,1.9115,1.12,2.321,2.3484,1.0429,0.7753,0.499,0.9508,0.463,0.336,0.0112,0.1705,3.7335,0.6633,0.7094,1.4449,0.8736,0.3572,7.1558,5.1684,0.7567,10.1451,1.4959,5.4496,3.3639,0.8662,0.4791,0.2962,0.4194,0.0946,0.0622,0.1207,0.0324,0.01,0.0311,0.0436,0.0,PelhamGrenvilleWodehouse,unidentified
pg2042.txt,3.1416,2.0977,0.8473,1.5036,0.6393,0.9831,1.2405,1.0015,0.8473,1.8544,3.167,1.9279,1.1783,0.2405,0.198,0.3904,9.3639,0.1344,0.239,0.9675,3.9026,7.9438,1.6564,0.8911,1.4739,1.8388,1.0453,2.2278,2.1458,0.935,0.6846,0.4583,0.9986,0.4809,0.3098,0.0212,0.2673,3.8276,0.7454,0.8331,1.4612,0.8855,0.3098,6.0257,5.5547,0.7695,9.743,1.2759,5.6028,3.0015,1.0297,0.5616,0.4159,0.3918,0.2108,0.0651,0.0835,0.0212,0.0014,0.0255,0.0339,0.0014,PelhamGrenvilleWodehouse,unidentified
pg8176.txt,3.0683,1.8734,0.7671,1.4872,0.527,1.0045,1.208,0.9054,0.8584,1.7142,2.8518,1.8212,0.9915,0.2087,0.1931,0.2348,8.704,0.1905,0.2113,1.0776,2.9327,8.6675,1.6385,0.8975,1.5603,2.4943,1.2498,2.4474,2.2673,0.9315,0.9132,0.4096,0.8819,0.3575,0.2061,0.0052,0.3287,3.6919,0.7436,0.8349,1.362,0.8532,0.2531,6.0532,5.6644,0.8323,9.6981,1.268,5.26,3.3084,1.0619,0.4853,0.2818,0.4279,0.0548,0.1592,0.1278,0.0052,0.0,0.0652,0.0574,0.0,PelhamGrenvilleWodehouse,unidentified
pg6955.txt,2.961,1.9817,0.7917,1.4544,0.6319,0.9609,1.0808,0.8409,0.8117,1.7541,2.5674,1.5466,0.9716,0.1614,0.206,0.3275,9.7746,0.123,0.3259,1.1223,3.5467,7.1549,1.4113,0.7718,1.2822,1.8525,0.9147,2.1216,2.5536,1.0869,0.9532,0.5027,0.8425,0.4812,0.2291,0.0307,0.1399,3.868,0.9163,0.6488,1.5835,0.7226,0.2706,6.0588,5.3331,0.9363,10.1205,1.502,5.8436,2.9425,1.0131,0.472,0.1968,0.452,0.0507,0.0569,0.1537,0.02,0.0707,0.02,0.0354,0.0,PelhamGrenvilleWodehouse,unidentified
heHistoryofCubavol1,3.4842,2.0142,0.9809,1.4632,0.4945,1.2769,0.8968,0.8214,0.4729,2.1811,2.4805,1.4962,0.9553,0.0814,0.3256,0.216,4.969,0.0895,0.1043,0.1662,2.1131,5.8537,0.8948,0.9398,0.6223,1.3724,0.7246,2.0761,0.5348,0.2987,0.0854,0.0982,0.3848,0.1514,0.1406,0.0188,0.0868,4.1388,0.4837,0.8692,2.132,0.6465,0.3586,4.6124,1.8373,0.4259,8.5837,0.9641,5.123,2.5625,1.2298,0.2099,0.0996,0.4265,0.2254,0.1769,0.1056,0.0034,0.0027,0.0538,0.0451,0.0,JohnsonWillisFletche,unidentified
